Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000105737.10	GRIK5	chr19	-	41998321	42070206	0.000000	0.000000	0.000000
ENSG00000105732.13	ZNF574	chr19	+	42068477	42081552	0.179954	79.150586	79.673805
ENSG00000289115.1	ENSG00000289115	chr19	-	42075535	42075815	0.316848	42.959466	43.243446
ENSG00000028277.22	POU2F2	chr19	-	42086110	42196585	0.916866	181.125219	182.322532
ENSG00000254887.2	POU2F2-AS1	chr19	+	42132555	42137386	0.000000	0.000000	0.000000
ENSG00000266226.1	MIR4323	chr19	-	42133445	42133513	0.000000	0.000000	0.000000
ENSG00000259436.1	POU2F2-AS2	chr19	+	42152569	42157523	0.076848	10.419346	10.488222
ENSG00000160570.14	DEDD2	chr19	-	42198598	42220140	0.125625	69.481019	69.940317
ENSG00000288671.1	ENSG00000288671	chr19	-	42215133	42232149	0.000000	0.000000	0.000000
ENSG00000167625.12	ZNF526	chr19	+	42220292	42228201	0.212027	30.528869	30.730677
ENSG00000105723.13	GSK3A	chr19	-	42226225	42242625	0.515491	217.645266	219.083992
ENSG00000268643.2	ENSG00000268643	chr19	-	42234583	42255132	0.000000	0.000000	0.000000
ENSG00000279539.1	ENSG00000279539	chr19	+	42242775	42244973	0.000000	0.000000	0.000000
ENSG00000105722.10	ERF	chr19	-	42247569	42255128	0.757501	125.652044	126.482656
ENSG00000079432.9	CIC	chr19	+	42268537	42295797	0.292081	89.854116	90.448089
ENSG00000079462.8	PAFAH1B3	chr19	-	42297033	42303546	0.793550	171.933042	173.069591
ENSG00000188368.11	PRR19	chr19	+	42302098	42310814	0.000000	0.000000	0.000000
ENSG00000167619.13	TMEM145	chr19	+	42313309	42325064	0.000000	0.000000	0.000000
ENSG00000105429.13	MEGF8	chr19	+	42325609	42378769	0.168164	23.281371	23.435270
ENSG00000277533.1	MIR8077	chr19	+	42351131	42351205	0.000000	0.000000	0.000000
ENSG00000105427.10	CNFN	chr19	-	42387019	42390297	0.000000	0.000000	0.000000
ENSG00000213904.11	LIPE-AS1	chr19	+	42397114	42652367	0.000000	0.000000	0.000000
ENSG00000079435.10	LIPE	chr19	-	42401514	42427388	0.000000	0.000000	0.000000
ENSG00000268605.1	ENSG00000268605	chr19	-	42424384	42425071	0.000000	0.000000	0.000000
ENSG00000189377.9	CXCL17	chr19	-	42428278	42442946	0.000000	0.000000	0.000000
ENSG00000253048.1	RNU4-60P	chr19	+	42472875	42473009	0.000000	0.000000	0.000000
ENSG00000269374.1	ENSG00000269374	chr19	-	42485076	42485714	1.954739	265.031001	266.782967
ENSG00000079385.23	CEACAM1	chr19	-	42507304	42561234	0.000000	0.000000	0.000000
ENSG00000230558.2	CEACAMP2	chr19	-	42560433	42561750	0.000000	0.000000	0.000000
ENSG00000124469.12	CEACAM8	chr19	-	42580243	42595055	0.000000	0.000000	0.000000
ENSG00000233681.1	CEACAMP1	chr19	-	42620212	42633034	0.000000	0.000000	0.000000
ENSG00000231561.2	CEACAMP5	chr19	+	42654200	42669076	0.000000	0.000000	0.000000
ENSG00000243167.1	RPS10P28	chr19	+	42670005	42670816	78.857445	10691.794467	10762.471696
ENSG00000241104.5	CEACAMP10	chr19	-	43211791	43248646	0.000000	0.000000	0.000000
ENSG00000183668.18	PSG9	chr19	-	43211791	43269530	0.000000	0.000000	0.000000
ENSG00000236123.1	CEACAMP11	chr19	-	43278933	43284318	0.000000	0.000000	0.000000
ENSG00000230681.1	CEACAMP4	chr19	-	43303171	43304523	0.000000	0.000000	0.000000
ENSG00000231412.3	LINC03078	chr19	-	43328989	43331544	0.000000	0.000000	0.000000
ENSG00000204936.10	CD177	chr19	+	43353686	43363172	0.000000	0.000000	0.000000
ENSG00000272396.1	ENSG00000272396	chr19	-	43360685	43368970	0.000000	0.000000	0.000000
ENSG00000204933.3	CD177P1	chr19	-	43372742	43379123	0.000000	0.000000	0.000000
ENSG00000131126.19	TEX101	chr19	+	43401496	43418597	0.000000	0.000000	0.000000
ENSG00000124466.9	LYPD3	chr19	-	43460787	43465608	0.000000	0.000000	0.000000
ENSG00000176531.11	PHLDB3	chr19	-	43474954	43504935	0.098177	96.660289	97.299254
ENSG00000105755.8	ETHE1	chr19	-	43506719	43527230	0.723006	169.417962	170.537886
ENSG00000176472.11	ZNF575	chr19	+	43525497	43536130	0.044675	9.696684	9.760784
ENSG00000073050.12	XRCC1	chr19	-	43543311	43580473	1.176321	219.575573	221.027059
ENSG00000269177.1	ENSG00000269177	chr19	+	43553445	43555494	0.000000	0.000000	0.000000
ENSG00000268361.1	ENSG00000268361	chr19	-	43554692	43593036	0.000000	0.000000	0.000000
ENSG00000269583.1	ENSG00000269583	chr19	+	43574638	43575618	0.000000	0.000000	0.000000
ENSG00000234465.11	PINLYP	chr19	+	43575801	43583964	0.000000	0.000000	0.000000
ENSG00000167378.10	IRGQ	chr19	-	43584367	43596134	0.150253	20.758969	20.896195
ENSG00000124444.16	ZNF576	chr19	+	43596392	43601157	0.166906	33.852300	34.076078
ENSG00000226763.5	SRRM5	chr19	+	43596617	43614498	0.000000	0.000000	0.000000
ENSG00000131116.12	ZNF428	chr19	-	43607224	43619629	0.549259	104.455410	105.145904
ENSG00000105767.3	CADM4	chr19	-	43622368	43639850	0.000000	0.000000	0.000000
ENSG00000011422.12	PLAUR	chr19	-	43646095	43670547	0.000000	0.000000	0.000000
ENSG00000239948.2	RN7SL368P	chr19	-	43660500	43660776	0.000000	0.000000	0.000000
ENSG00000283525.2	ENSG00000283525	chr19	+	43690002	43700508	0.000000	0.000000	0.000000
ENSG00000290609.1	ENSG00000290609	chr19	+	43692282	43700508	0.000000	0.000000	0.000000
ENSG00000124449.7	IRGC	chr19	+	43716076	43720021	0.000000	0.000000	0.000000
ENSG00000105771.14	SMG9	chr19	-	43727983	43754962	0.377023	165.659578	166.754657
ENSG00000104783.15	KCNN4	chr19	-	43766533	43780976	1.006404	264.687974	266.437673
ENSG00000159871.15	LYPD5	chr19	-	43785874	43827206	0.000000	0.000000	0.000000
ENSG00000268601.1	ENSG00000268601	chr19	-	43794309	43795658	0.000000	0.000000	0.000000
ENSG00000167637.18	ZNF283	chr19	+	43827321	43852017	0.029006	32.389486	32.603594
ENSG00000176222.10	ZNF404	chr19	-	43872365	43901385	0.060794	20.898485	21.036633
ENSG00000278917.1	ENSG00000278917	chr19	+	43891233	43895411	0.017947	2.433323	2.449408
ENSG00000267058.1	ENSG00000267058	chr19	-	43891804	43901805	0.000000	0.000000	0.000000
ENSG00000286613.1	ENSG00000286613	chr19	-	43897211	43898533	0.000000	0.000000	0.000000
ENSG00000267191.3	ZNF45-AS1	chr19	+	43901866	43927767	0.000000	0.000000	0.000000
ENSG00000124459.12	ZNF45	chr19	-	43912624	43935282	0.238295	55.013953	55.377618
ENSG00000159905.15	ZNF221	chr19	+	43951223	43967709	0.000000	0.000000	0.000000
ENSG00000204920.11	ZNF155	chr19	+	43967862	43998326	0.000000	0.000000	0.000000
ENSG00000277806.1	ENSG00000277806	chr19	+	43976815	43977448	0.000000	0.000000	0.000000
ENSG00000278492.1	ENSG00000278492	chr19	+	43978376	43978663	0.000000	0.000000	0.000000
ENSG00000266921.2	ZNF230-DT	chr19	-	43996896	44003298	0.000000	0.000000	0.000000
ENSG00000159882.13	ZNF230	chr19	+	44002957	44013924	0.111977	23.258050	23.411796
ENSG00000267144.2	ZNF222-DT	chr19	-	44023118	44025262	0.000000	0.000000	0.000000
ENSG00000159885.14	ZNF222	chr19	+	44025342	44033110	0.000000	0.000000	0.000000
ENSG00000267022.1	ENSG00000267022	chr19	+	44025354	44087318	0.202868	27.505621	27.687444
ENSG00000178386.13	ZNF223	chr19	+	44051367	44067999	0.000000	0.000000	0.000000
ENSG00000186026.7	ZNF284	chr19	+	44072159	44089613	0.000000	0.000000	0.000000
ENSG00000253021.1	RNU6-902P	chr19	-	44085213	44085303	0.000000	0.000000	0.000000
ENSG00000267680.6	ZNF224	chr19	+	44094361	44109886	0.354420	111.447739	112.184456
ENSG00000186019.12	ZNF225-AS1	chr19	-	44103007	44113183	0.000000	0.000000	0.000000
ENSG00000256294.8	ZNF225	chr19	+	44112181	44134822	0.048328	13.262675	13.350347
ENSG00000289428.2	ENSG00000289428	chr19	-	44140615	44141509	0.000000	0.000000	0.000000
ENSG00000263002.8	ZNF234	chr19	+	44141554	44160313	0.250335	38.435575	38.689651
ENSG00000287035.1	ENSG00000287035	chr19	-	44162527	44164955	0.000000	0.000000	0.000000
ENSG00000167380.17	ZNF226	chr19	+	44165073	44178381	0.260989	84.708168	85.268124
ENSG00000131115.16	ZNF227	chr19	+	44207547	44237268	0.237602	66.127624	66.564755
ENSG00000159917.17	ZNF235	chr19	-	44228729	44305046	0.003455	7.070019	7.116755
ENSG00000279103.1	ENSG00000279103	chr19	-	44246478	44248374	0.000000	0.000000	0.000000
ENSG00000159915.13	ZNF233	chr19	+	44259880	44275317	0.000000	0.000000	0.000000
ENSG00000270679.1	ENSG00000270679	chr19	+	44290081	44290911	0.000000	0.000000	0.000000
ENSG00000267590.1	NDUFA3P1	chr19	+	44297104	44297355	0.000000	0.000000	0.000000
ENSG00000062370.17	ZNF112	chr19	-	44326555	44367217	0.000000	0.000000	0.000000
ENSG00000267173.1	ENSG00000267173	chr19	-	44329695	44401608	0.000000	0.000000	0.000000
ENSG00000267508.6	ZNF285	chr19	-	44382298	44401608	0.000000	0.000000	0.000000
ENSG00000267188.1	ENSG00000267188	chr19	-	44392439	44448452	0.000000	0.000000	0.000000
ENSG00000278318.5	ZNF229	chr19	-	44417519	44448578	0.000000	0.000000	0.000000
ENSG00000176761.7	ZNF285BP	chr19	+	44467641	44473227	0.000000	0.000000	0.000000
ENSG00000167384.11	ZNF180	chr19	-	44474428	44500524	0.012017	7.912944	7.965251
ENSG00000273777.6	CEACAM20	chr19	-	44501677	44529788	0.000000	0.000000	0.000000
ENSG00000267614.1	ENSG00000267614	chr19	-	44536263	44536613	0.000000	0.000000	0.000000
ENSG00000290603.1	CEACAM22P	chr19	-	44537058	44620821	0.000000	0.000000	0.000000
ENSG00000230666.6	CEACAM22P	chr19	-	44542798	44549166	0.000000	0.000000	0.000000
ENSG00000224366.1	ENSG00000224366	chr19	-	44570304	44570564	0.000000	0.000000	0.000000
ENSG00000216588.9	IGSF23	chr19	+	44613563	44636781	0.000000	0.000000	0.000000
ENSG00000266903.3	CEACAM16-AS1	chr19	-	44631573	44725217	0.000000	0.000000	0.000000
ENSG00000073008.16	PVR	chr19	+	44643798	44666162	0.000000	0.000000	0.000000
ENSG00000283673.1	MIR4531	chr19	-	44653686	44653732	0.000000	0.000000	0.000000
ENSG00000186567.14	CEACAM19	chr19	+	44662278	44684359	0.004727	1.020268	1.027013
ENSG00000279095.1	ENSG00000279095	chr19	+	44664131	44666158	0.000000	0.000000	0.000000
ENSG00000213892.12	CEACAM16	chr19	+	44699151	44710718	0.000000	0.000000	0.000000
ENSG00000252200.1	ENSG00000252200	chr19	-	44725984	44726058	0.000000	0.000000	0.000000
ENSG00000288773.2	ENSG00000288773	chr19	+	44737578	44739150	0.000000	0.000000	0.000000
ENSG00000069399.15	BCL3	chr19	+	44747705	44760044	0.199256	59.774301	60.169434
ENSG00000284258.1	MIR8085	chr19	+	44758657	44758721	0.000000	0.000000	0.000000
ENSG00000253027.1	SNORA70	chr19	+	44764950	44765100	0.000000	0.000000	0.000000
ENSG00000236807.1	ENSG00000236807	chr19	+	44765148	44765464	0.000000	0.000000	0.000000
ENSG00000142273.13	CBLC	chr19	+	44777869	44800652	0.000000	0.000000	0.000000
ENSG00000285128.1	ENSG00000285128	chr19	+	44803701	44804010	0.000000	0.000000	0.000000
ENSG00000187244.12	BCAM	chr19	+	44809071	44821421	0.000000	0.000000	0.000000
ENSG00000130202.10	NECTIN2	chr19	+	44846175	44889223	0.000000	0.000000	0.000000
ENSG00000267282.1	ENSG00000267282	chr19	-	44882027	44890876	0.000000	0.000000	0.000000
ENSG00000130204.13	TOMM40	chr19	+	44890569	44903689	1.209169	333.428434	335.632535
ENSG00000130203.10	APOE	chr19	+	44905791	44909393	0.000000	0.000000	0.000000
ENSG00000280087.1	ENSG00000280087	chr19	+	44909375	44914968	0.018502	2.508572	2.525155
ENSG00000130208.10	APOC1	chr19	+	44914247	44919349	0.000000	0.000000	0.000000
ENSG00000291128.1	APOC1P1	chr19	+	44926796	44931503	0.000000	0.000000	0.000000
ENSG00000214855.12	APOC1P1	chr19	+	44926976	44931058	0.000000	0.000000	0.000000
ENSG00000267467.4	APOC4	chr19	+	44942237	44945496	0.000000	0.000000	0.000000
ENSG00000224916.9	APOC4-APOC2	chr19	+	44942238	44949565	0.000000	0.000000	0.000000
ENSG00000234906.11	APOC2	chr19	+	44946035	44949565	0.000000	0.000000	0.000000
ENSG00000267114.1	ENSG00000267114	chr19	-	44950044	44954007	0.000000	0.000000	0.000000
ENSG00000104853.16	CLPTM1	chr19	+	44954585	44993341	0.296859	220.715969	222.174994
ENSG00000104856.15	RELB	chr19	+	45001461	45038192	0.645646	116.188970	116.957028
ENSG00000104859.15	CLASRP	chr19	+	45039045	45070956	0.655704	243.737696	245.348905
ENSG00000207003.1	RNU6-611P	chr19	+	45047458	45047561	0.000000	0.000000	0.000000
ENSG00000170684.10	ZNF296	chr19	-	45071500	45076478	0.620563	84.138309	84.694498
ENSG00000267348.3	GEMIN7-AS1	chr19	-	45076510	45092635	0.000000	0.000000	0.000000
ENSG00000142252.11	GEMIN7	chr19	+	45079195	45091518	1.139864	178.481741	179.661580
ENSG00000007047.16	MARK4	chr19	+	45079288	45305284	0.083327	49.410680	49.737305
ENSG00000104866.11	PPP1R37	chr19	+	45091396	45148077	0.090706	60.937610	61.340433
ENSG00000267346.1	EIF5AP3	chr19	+	45128569	45129030	6.545455	887.457862	893.324329
ENSG00000267044.1	ENSG00000267044	chr19	-	45135993	45136977	0.000000	0.000000	0.000000
ENSG00000179846.11	NKPD1	chr19	-	45149744	45160982	0.000000	0.000000	0.000000
ENSG00000007255.10	TRAPPC6A	chr19	-	45162928	45178237	1.415863	236.287907	237.849869
ENSG00000189114.8	BLOC1S3	chr19	+	45178784	45216933	0.473489	91.437193	92.041631
ENSG00000283632.4	EXOC3L2	chr19	-	45212370	45245407	0.000000	0.000000	0.000000
ENSG00000104879.5	CKM	chr19	-	45306413	45322875	0.000000	0.000000	0.000000
ENSG00000242675.1	RPS16P9	chr19	-	45332698	45333124	0.000000	0.000000	0.000000
ENSG00000104892.17	KLC3	chr19	+	45333434	45351520	0.000000	0.000000	0.000000
ENSG00000104884.17	ERCC2	chr19	-	45349837	45370918	0.273029	62.511196	62.924421
ENSG00000104881.16	PPP1R13L	chr19	-	45379638	45406349	0.000000	0.000000	0.000000
ENSG00000117877.11	POLR1G	chr19	+	45406644	45410737	0.269128	41.338154	41.611417
ENSG00000012061.17	ERCC1	chr19	-	45407334	45478828	0.050339	123.996430	124.816098
ENSG00000275726.1	MIR6088	chr19	+	45436654	45436704	0.000000	0.000000	0.000000
ENSG00000125740.15	FOSB	chr19	+	45467995	45475179	0.001405	0.484712	0.487916
ENSG00000125744.12	RTN2	chr19	-	45485294	45497055	0.000000	0.000000	0.000000
ENSG00000213889.11	PPM1N	chr19	+	45488777	45502513	0.000000	0.000000	0.000000
ENSG00000125753.15	VASP	chr19	+	45506579	45526989	3.111879	814.096977	819.478498
ENSG00000125741.6	OPA3	chr19	-	45527767	45602212	0.061604	43.126098	43.411180
ENSG00000177464.5	GPR4	chr19	-	45589764	45602212	0.000000	0.000000	0.000000
ENSG00000125746.18	EML2	chr19	-	45606994	45645602	0.327164	314.579706	316.659209
ENSG00000284544.1	MIR330	chr19	-	45638994	45639087	0.000000	0.000000	0.000000
ENSG00000267757.4	EML2-AS1	chr19	+	45641494	45642840	0.278992	55.747190	56.115702
ENSG00000241226.3	RN7SL836P	chr19	+	45651510	45651805	0.290541	39.392662	39.653064
ENSG00000010310.9	GIPR	chr19	+	45668221	45683722	0.185617	48.832550	49.155354
ENSG00000207773.1	MIR642A	chr19	+	45674928	45675024	0.000000	0.000000	0.000000
ENSG00000283212.1	MIR642B	chr19	-	45674932	45675008	0.000000	0.000000	0.000000
ENSG00000125743.11	SNRPD2	chr19	-	45687460	45692569	7.183162	2942.564080	2962.015658
ENSG00000011478.13	QPCTL	chr19	+	45692403	45703989	0.545841	77.347457	77.858756
ENSG00000177051.6	FBXO46	chr19	-	45710629	45730896	1.054896	178.143188	179.320789
ENSG00000279407.1	ENSG00000279407	chr19	-	45714387	45717381	0.148041	20.071966	20.204650
ENSG00000237452.3	MEIOSIN	chr19	+	45733439	45764541	0.000000	0.000000	0.000000
ENSG00000259605.3	ENSG00000259605	chr19	+	45764785	45769806	0.000000	0.000000	0.000000
ENSG00000177045.11	SIX5	chr19	-	45764785	45769252	0.000000	0.000000	0.000000
ENSG00000267395.5	DM1-AS	chr19	+	45767796	45772504	0.000000	0.000000	0.000000
ENSG00000104936.20	DMPK	chr19	-	45769709	45782552	0.085072	37.724981	37.974359
ENSG00000268434.5	ENSG00000268434	chr19	-	45779437	45785973	0.000000	0.000000	0.000000
ENSG00000185800.12	DMWD	chr19	-	45782947	45792845	0.295764	86.683353	87.256366
ENSG00000104941.8	RSPH6A	chr19	-	45795713	45815308	0.000000	0.000000	0.000000
ENSG00000125755.19	SYMPK	chr19	-	45815410	45863194	0.936592	330.482740	332.667369
ENSG00000269148.1	ENSG00000269148	chr19	+	45830164	45831108	0.000000	0.000000	0.000000
ENSG00000170608.3	FOXA3	chr19	+	45863989	45873797	0.000000	0.000000	0.000000
ENSG00000170604.5	IRF2BP1	chr19	-	45883608	45886141	0.171271	23.221578	23.375083
ENSG00000176182.6	MYPOP	chr19	-	45890023	45902613	0.158228	21.453158	21.594973
ENSG00000188425.4	NANOS2	chr19	-	45913214	45914778	0.000000	0.000000	0.000000
ENSG00000104967.8	NOVA2	chr19	-	45933734	45974044	0.000000	0.000000	0.000000
ENSG00000104983.8	CCDC61	chr19	+	45995461	46021318	0.326507	63.053532	63.470342
ENSG00000211580.1	MIR769	chr19	+	46018932	46019049	0.000000	0.000000	0.000000
ENSG00000008438.5	PGLYRP1	chr19	-	46019153	46023053	0.000000	0.000000	0.000000
ENSG00000268401.2	ENSG00000268401	chr19	+	46027648	46031667	0.000000	0.000000	0.000000
ENSG00000204869.9	IGFL4	chr19	-	46039182	46077118	0.058966	30.394370	30.595289
ENSG00000267922.1	ENSG00000267922	chr19	+	46101122	46196218	0.000000	0.000000	0.000000
ENSG00000268053.1	ENSG00000268053	chr19	-	46111079	46113863	0.000000	0.000000	0.000000
ENSG00000188624.3	IGFL3	chr19	-	46120067	46124688	0.000000	0.000000	0.000000
ENSG00000259339.2	TGIF1P1	chr19	-	46136746	46137547	0.157107	21.301169	21.441979
ENSG00000204866.9	IGFL2	chr19	+	46143106	46161298	0.000000	0.000000	0.000000
ENSG00000269729.1	ENSG00000269729	chr19	-	46163893	46180647	0.000000	0.000000	0.000000
ENSG00000268621.6	IGFL2-AS1	chr19	-	46189029	46203160	0.000000	0.000000	0.000000
ENSG00000268879.1	IGFL1P1	chr19	+	46196238	46197323	0.000000	0.000000	0.000000
ENSG00000268460.2	ENSG00000268460	chr19	+	46201552	46214838	0.000000	0.000000	0.000000
ENSG00000269637.1	RPL12P41	chr19	+	46219423	46219920	30.246621	4100.952739	4128.061750
ENSG00000269745.1	ENSG00000269745	chr19	-	46228964	46230388	0.000000	0.000000	0.000000
ENSG00000188293.6	IGFL1	chr19	+	46229742	46231243	0.000000	0.000000	0.000000
ENSG00000277748.1	ENSG00000277748	chr19	-	46249394	46250163	0.000000	0.000000	0.000000
ENSG00000268238.1	IGFL1P2	chr19	-	46260420	46260858	0.000000	0.000000	0.000000
ENSG00000124440.16	HIF3A	chr19	+	46297042	46343433	0.000000	0.000000	0.000000
ENSG00000199796.1	RNU6-924P	chr19	-	46306470	46306577	0.000000	0.000000	0.000000
ENSG00000269124.1	ENSG00000269124	chr19	-	46320197	46340004	0.000000	0.000000	0.000000
ENSG00000011485.15	PPP5C	chr19	+	46347087	46392981	0.560165	318.718402	320.825264
ENSG00000268810.1	ENSG00000268810	chr19	-	46382492	46383169	0.000000	0.000000	0.000000
ENSG00000291298.1	ENSG00000291298	chr19	-	46390515	46390852	0.000000	0.000000	0.000000
ENSG00000269151.4	ENSG00000269151	chr19	-	46393359	46404276	0.000000	0.000000	0.000000
ENSG00000169515.9	CCDC8	chr19	-	46410329	46413564	0.000000	0.000000	0.000000
ENSG00000277531.3	PNMA8C	chr19	-	46424697	46428936	0.010381	1.407496	1.416800
ENSG00000182013.18	PNMA8A	chr19	-	46466491	46471563	0.403139	54.837151	55.199648
ENSG00000291145.1	PPP5D1P	chr19	-	46480788	46601200	0.002805	7.327764	7.376203
ENSG00000204851.7	PNMA8B	chr19	-	46486906	46495879	0.000000	0.000000	0.000000
ENSG00000204850.4	ENSG00000204850	chr19	+	46494508	46496502	0.000000	0.000000	0.000000
ENSG00000230510.10	PPP5D1P	chr19	-	46525663	46527072	0.000000	0.000000	0.000000
ENSG00000278797.1	ENSG00000278797	chr19	+	46533669	46534351	0.000000	0.000000	0.000000
ENSG00000249210.1	GAPDHP38	chr19	+	46558641	46559642	257.061471	34853.378945	35083.774344
ENSG00000160014.17	CALM3	chr19	+	46601074	46610782	3.275041	1961.585237	1974.552135
ENSG00000269292.1	ENSG00000269292	chr19	-	46609277	46610779	0.000000	0.000000	0.000000
ENSG00000160013.9	PTGIR	chr19	-	46620468	46625089	0.222330	51.760076	52.102232
ENSG00000167414.5	GNG8	chr19	-	46633953	46636541	0.000000	0.000000	0.000000
ENSG00000279161.1	ENSG00000279161	chr19	-	46636810	46639161	0.000000	0.000000	0.000000
ENSG00000197380.11	DACT3	chr19	-	46647551	46661182	0.000000	0.000000	0.000000
ENSG00000245598.7	DACT3-AS1	chr19	+	46660364	46678991	0.000000	0.000000	0.000000
ENSG00000105287.13	PRKD2	chr19	-	46674275	46717127	0.639063	294.358055	296.303885
ENSG00000243560.3	RN7SL364P	chr19	-	46688797	46689068	0.000000	0.000000	0.000000
ENSG00000211513.5	MIR320E	chr19	-	46709293	46709345	0.000000	0.000000	0.000000
ENSG00000090372.15	STRN4	chr19	-	46719511	46746994	0.385044	200.434933	201.759891
ENSG00000269487.1	ENSG00000269487	chr19	+	46728603	46732700	0.000000	0.000000	0.000000
ENSG00000222614.1	Y_RNA	chr19	+	46736312	46736419	0.000000	0.000000	0.000000
ENSG00000181027.11	FKRP	chr19	+	46746046	46776988	0.010895	11.332639	11.407552
ENSG00000105281.12	SLC1A5	chr19	-	46774883	46788594	0.686477	184.793982	186.015547
ENSG00000275719.1	ENSG00000275719	chr19	+	46787815	46789043	0.000000	0.000000	0.000000
ENSG00000275862.1	ENSG00000275862	chr19	+	46809583	46810182	0.000000	0.000000	0.000000
ENSG00000269576.1	HNRNPMP2	chr19	+	46809585	46810183	0.000000	0.000000	0.000000
ENSG00000269014.1	ENSG00000269014	chr19	-	46826895	46828440	0.000000	0.000000	0.000000
ENSG00000042753.12	AP2S1	chr19	-	46838136	46850846	1.308747	417.535965	420.296053
ENSG00000160007.20	ARHGAP35	chr19	+	46860997	47005077	0.341275	86.513195	87.085083
ENSG00000130751.10	NPAS1	chr19	+	47019837	47045775	0.000000	0.000000	0.000000
ENSG00000130748.7	TMEM160	chr19	-	47045909	47048624	1.538954	208.657278	210.036590
ENSG00000130749.10	ZC3H4	chr19	-	47064187	47113776	0.823028	128.699426	129.550183
ENSG00000142230.13	SAE1	chr19	+	47113274	47210636	0.333270	515.238216	518.644156
ENSG00000105327.18	BBC3	chr19	-	47220822	47232766	0.220111	54.408435	54.768098
ENSG00000265134.1	MIR3190	chr19	+	47226942	47227021	0.000000	0.000000	0.000000
ENSG00000284411.1	MIR3191	chr19	-	47226944	47227019	0.000000	0.000000	0.000000
ENSG00000289915.1	ENSG00000289915	chr19	-	47243578	47244334	0.000000	0.000000	0.000000
ENSG00000286669.1	ENSG00000286669	chr19	-	47255850	47256477	0.000000	0.000000	0.000000
ENSG00000105321.14	CCDC9	chr19	+	47255980	47273701	0.207340	80.553337	81.085828
ENSG00000257704.4	INAFM1	chr19	+	47274885	47275723	0.319458	43.313339	43.599659
ENSG00000197405.8	C5AR1	chr19	+	47290023	47322066	0.007614	8.755190	8.813066
ENSG00000134830.6	C5AR2	chr19	+	47332175	47347329	0.000000	0.000000	0.000000
ENSG00000134815.19	DHX34	chr19	+	47349315	47382704	0.387696	72.083279	72.559780
ENSG00000288827.1	ENSG00000288827	chr19	+	47349355	47350224	0.000000	0.000000	0.000000
ENSG00000105419.18	MEIS3	chr19	-	47403124	47419527	0.000000	0.000000	0.000000
ENSG00000118160.14	SLC8A2	chr19	-	47428017	47471893	0.000000	0.000000	0.000000
ENSG00000287896.1	ENSG00000287896	chr19	+	47469910	47478550	0.000000	0.000000	0.000000
ENSG00000118162.14	KPTN	chr19	-	47475150	47484265	0.000000	0.000000	0.000000
ENSG00000268061.6	NAPA-AS1	chr19	+	47484282	47502399	0.060697	12.656479	12.740144
ENSG00000105402.8	NAPA	chr19	-	47487637	47515091	0.299130	422.293331	425.084866
ENSG00000279861.1	ENSG00000279861	chr19	-	47487638	47489519	0.133775	18.137727	18.257625
ENSG00000118156.13	ZNF541	chr19	-	47520690	47573148	0.000000	0.000000	0.000000
ENSG00000276588.1	RN7SL322P	chr19	+	47581023	47581321	0.157221	21.316625	21.457537
ENSG00000268746.1	ENSG00000268746	chr19	+	47607524	47733098	0.000000	0.000000	0.000000
ENSG00000277383.2	ENSG00000277383	chr19	-	47607873	47608681	0.000000	0.000000	0.000000
ENSG00000063169.12	BICRA	chr19	+	47608196	47703277	0.020535	35.954663	36.192338
ENSG00000269806.1	BICRA-AS1	chr19	-	47615699	47626395	0.000000	0.000000	0.000000
ENSG00000278999.1	ENSG00000278999	chr19	-	47661657	47663895	0.023702	3.213608	3.234851
ENSG00000024422.12	EHD2	chr19	+	47713422	47743134	0.001094	3.480708	3.503717
ENSG00000105373.19	NOP53	chr19	+	47745546	47757058	4.166759	2076.159811	2089.884095
ENSG00000221803.1	SNORD23	chr19	+	47755853	47755962	0.000000	0.000000	0.000000
ENSG00000269656.1	NOP53-AS1	chr19	-	47757036	47768840	0.000000	0.000000	0.000000
ENSG00000178980.16	SELENOW	chr19	+	47778677	47784686	0.222164	104.200784	104.889594
ENSG00000213035.4	RPL23AP80	chr19	-	47794467	47794890	0.000000	0.000000	0.000000
ENSG00000271150.1	ENSG00000271150	chr19	+	47794650	47794920	0.000000	0.000000	0.000000
ENSG00000178928.9	TPRX1	chr19	-	47801232	47819051	0.000000	0.000000	0.000000
ENSG00000105392.17	CRX	chr19	+	47819779	47843330	0.000000	0.000000	0.000000
ENSG00000259009.5	TPRX2	chr19	+	47859235	47861721	0.000000	0.000000	0.000000
ENSG00000259108.3	LINC01595	chr19	-	47863409	47865459	0.000000	0.000000	0.000000
ENSG00000105398.4	SULT2A1	chr19	-	47870467	47886315	0.000000	0.000000	0.000000
ENSG00000188334.3	BSPH1	chr19	-	47968046	47992170	0.000000	0.000000	0.000000
ENSG00000169393.10	ELSPBP1	chr19	+	47994632	48025154	0.000000	0.000000	0.000000
ENSG00000105507.3	CABP5	chr19	-	48029383	48044079	0.000000	0.000000	0.000000
ENSG00000105499.14	PLA2G4C	chr19	-	48047843	48110817	0.000000	0.000000	0.000000
ENSG00000269420.5	PLA2G4C-AS1	chr19	+	48061371	48064945	0.000000	0.000000	0.000000
ENSG00000105486.15	LIG1	chr19	-	48115445	48170603	0.530813	436.578714	439.464682
ENSG00000269534.5	ENSG00000269534	chr19	+	48118432	48127706	0.000000	0.000000	0.000000
