#gene1	gene2	strand1(gene/fusion)	strand2(gene/fusion)	breakpoint1	breakpoint2	site1	site2	type	split_reads1	split_reads2	discordant_mates	coverage1	coverage2	confidence	reading_frame	tags	retained_protein_domains	closest_genomic_breakpoint1	closest_genomic_breakpoint2	gene_id1	gene_id2	transcript_id1	transcript_id2	direction1	direction2	filters	fusion_transcript	peptide_sequence	read_identifiers
ENSG00000268686	RUVBL2	-/-	+/-	chr19:49369420	chr19:49001854	exon	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000268686.2	ENSG00000183207.15	.	.	upstream	downstream	mismatches(1)	.	.	.
ENSG00000268015	ZNF611	-/.	-/.	chr19:52225099	chr19:52730701	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268015.1	ENSG00000213020.10	.	.	downstream	upstream	mismatches	.	.	.
SPTBN4	LTBP4	+/.	+/.	chr19:40521210	chr19:40596209	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000160460.17	ENSG00000090006.18	.	.	downstream	upstream	mismatches(1)	.	.	.
KCNN1	PDE4C	+/.	-/.	chr19:17997622	chr19:18236086	intron	intron	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000105642.16	ENSG00000105650.23	.	.	downstream	upstream	mismatches(1)	.	.	.
SEPTIN7P8(2277),ENSG00000238150(42)	ENSG00000238150	./+	+/+	chr19:53775557	chr19:53775631	intergenic	exon	deletion/read-through	0	0	0	263	256	low	.	.	.	.	.	.	ENSG00000238150.1	.	.	downstream	upstream	read_through	.	.	.
NAPSB	ENSG00000289950	-/.	-/.	chr19:50343648	chr19:50494088	intron	intron	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000131401.14	ENSG00000289950.1	.	.	downstream	upstream	mismatches	.	.	.
ZFP82	ZNF260	-/.	-/.	chr19:36411040	chr19:36521522	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000181007.9	ENSG00000254004.7	.	.	downstream	upstream	mismatches	.	.	.
ZNF431(11510),ENSG00000268892(14082)	ENSG00000269237	./.	+/.	chr19:21207563	chr19:21485299	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269237.1	.	.	downstream	upstream	mismatches	.	.	.
CC2D1A	ENSG00000287254(1313),ENSG00000267723(33271)	+/.	./.	chr19:13928946	chr19:14220918	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000132024.18	.	.	.	downstream	upstream	mismatches	.	.	.
TGFB1	TGFB1	-/-	-/-	chr19:41353178	chr19:41353200	5'UTR	5'UTR	duplication/ITD	0	0	0	14	13	low	.	.	.	.	.	ENSG00000105329.11	ENSG00000105329.11	.	.	upstream	downstream	hairpin(1)	.	.	.
LDLR	DOCK6	+/.	-/.	chr19:11126022	chr19:11249782	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130164.15	ENSG00000130158.14	.	.	downstream	upstream	mismatches	.	.	.
ZNF525	RPL39P36	+/+	+/+	chr19:53386378	chr19:53413340	3'UTR	exon	deletion/read-through	0	0	0	92	23	low	.	.	.	.	.	ENSG00000203326.12	ENSG00000239912.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266928	ENSG00000283403	-/.	-/.	chr19:28311117	chr19:28679503	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000266928.1	ENSG00000283403.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269755	PGK1P2	-/-	+/-	chr19:12477377	chr19:12561055	intron	exon	deletion/read-through/3'-3'	0	0	0	0	54	low	.	.	.	.	.	ENSG00000269755.1	ENSG00000213290.4	.	.	downstream	upstream	read_through(1)	.	.	.
CACTIN	ENSG00000289254	-/.	-/.	chr19:3623004	chr19:3940116	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000105298.14	ENSG00000289254.1	.	.	downstream	upstream	duplicates(1)	.	.	.
TMEM38A(6052),ENSG00000269419(16242)	ENSG00000269307	./.	+/.	chr19:16696075	chr19:17272097	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000269307.1	.	.	downstream	upstream	mismatches	.	.	.
DPF1	PPP1R14A	-/.	-/.	chr19:38214962	chr19:38254912	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000011332.22	ENSG00000167641.11	.	.	downstream	upstream	mismatches(1)	.	.	.
VN1R6P(14669),ZNF845(3037)	ENSG00000241069	./+	+/+	chr19:53330712	chr19:53386302	intergenic	exon	deletion/read-through	0	0	0	37	80	low	.	.	.	.	.	.	ENSG00000241069.1	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643863	chr19:12643880	3'UTR	exon	duplication	0	0	0	100	133	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	hairpin	.	.	.
SSC5D(3679),SBK2(5833)	NLRP4	./.	+/.	chr19:55522778	chr19:55856634	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000160505.16	.	.	downstream	upstream	mismatches	.	.	.
RASGRP4	ENSG00000287271	-/.	+/.	chr19:38409673	chr19:38999553	3'UTR	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000171777.17	ENSG00000287271.1	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF845	PRPF31	+/.	+/.	chr19:53344887	chr19:54121776	intron	intron	deletion	0	0	0	1	0	low	.	.	.	.	.	ENSG00000213799.13	ENSG00000105618.14	.	.	downstream	upstream	mismatches(1)	.	.	.
SPINT2	ACTN4	+/.	+/.	chr19:38274599	chr19:38680979	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000167642.13	ENSG00000130402.14	.	.	downstream	upstream	mismatches	.	.	.
DNMT1	RAVER1	-/.	-/.	chr19:10186609	chr19:10323896	intron	intron	deletion/read-through	0	0	0	4	2	low	.	.	.	.	.	ENSG00000130816.17	ENSG00000161847.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269842	PRPF31	+/.	+/.	chr19:54085645	chr19:54121776	intergenic	intron	deletion/read-through	0	0	0	3	0	low	.	.	.	.	.	ENSG00000269842.6	ENSG00000105618.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ARRDC5	PTPRS	-/.	-/.	chr19:4902134	chr19:5174668	intron	intron	deletion/read-through	1	0	0	1	1	low	.	.	.	.	.	ENSG00000205784.4	ENSG00000105426.19	.	.	downstream	upstream	min_support	.	.	.
ZNF69	ENSG00000268870	+/.	-/.	chr19:12297225	chr19:12401718	intergenic	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000198429.10	ENSG00000268870.1	.	.	downstream	upstream	mismatches(1)	.	.	.
GDF1	SUGP1	-/.	-/.	chr19:18886309	chr19:19309757	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130283.9	ENSG00000105705.16	.	.	downstream	upstream	mismatches	.	.	.
PLD3	HNRNPUL1	+/.	+/.	chr19:40374023	chr19:41269847	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000105223.21	ENSG00000105323.18	.	.	downstream	upstream	mismatches	.	.	.
NFIC	MATK	+/.	-/.	chr19:3338231	chr19:3800540	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000141905.19	ENSG00000007264.15	.	.	downstream	upstream	mismatches	.	.	.
ACTN4	FBXO17	+/.	-/.	chr19:38694393	chr19:38954425	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000130402.14	ENSG00000269190.6	.	.	downstream	upstream	mismatches	.	.	.
RPL7AP69(6831),ENSG00000274219(38150)	ZNF460-AS1	./.	-/.	chr19:57072970	chr19:57268424	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000267871.6	.	.	downstream	upstream	mismatches	.	.	.
SCAMP4(5026),CSNK1G2(10133)	MOB3A	./.	-/.	chr19:1931039	chr19:2084822	intergenic	intron	deletion/read-through	0	0	0	0	3	low	.	.	.	.	.	.	ENSG00000172081.14	.	.	downstream	upstream	mismatches(1)	.	.	.
FKBP8(11892),KXD1(1793)	BORCS8-MEF2B	./.	-/.	chr19:18555969	chr19:19187689	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000064489.23	.	.	downstream	upstream	mismatches	.	.	.
SLC6A16(5574),ENSG00000197813(736)	CPT1C	./.	+/.	chr19:49330789	chr19:49698878	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000169169.15	.	.	downstream	upstream	mismatches	.	.	.
NIBAN3	MAP1S	+/+	+/+	chr19:17541811	chr19:17728725	intron	intron	deletion/read-through	0	0	0	3	2	low	.	.	.	.	.	ENSG00000167483.19	ENSG00000130479.11	.	.	downstream	upstream	mismatches	.	.	.
PDE4C	KLHL26	-/.	+/.	chr19:18215972	chr19:18643622	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105650.23	ENSG00000167487.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF493	ENSG00000268278(14858),MTDHP3(6392)	+/.	./.	chr19:21416778	chr19:21671158	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000196268.12	.	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF557(23533),INSR(754)	ARHGEF18	./.	+/.	chr19:7111501	chr19:7465879	intergenic	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	.	ENSG00000104880.19	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000283108	OLFM2	-/.	-/.	chr19:9387232	chr19:9892480	intron	intron	deletion	0	0	0	3	2	low	.	.	.	.	.	ENSG00000283108.2	ENSG00000105088.9	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000267214	SGTA	+/.	-/.	chr19:2632364	chr19:2745184	intron	intergenic	deletion/read-through/5'-5'	0	0	0	1	0	low	.	.	.	.	.	ENSG00000267214.1	ENSG00000104969.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ZNF30(2991),ENSG00000280106(877)	GAPDHS	./.	+/.	chr19:34948161	chr19:35537960	intergenic	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000105679.9	.	.	downstream	upstream	mismatches	.	.	.
TPGS1	ABCA7	+/.	+/.	chr19:515526	chr19:1050623	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000141933.9	ENSG00000064687.13	.	.	downstream	upstream	mismatches	.	.	.
OR10H1	RAB8A	-/.	+/.	chr19:16104605	chr19:16117419	intergenic	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000186723.4	ENSG00000167461.12	.	.	downstream	upstream	read_through(1)	.	.	.
ENSG00000268056	BISPR	-/.	+/.	chr19:17166253	chr19:17416912	intron	intron	deletion/read-through/3'-3'	1	0	0	1	1	low	.	.	.	.	.	ENSG00000268056.5	ENSG00000282851.2	.	.	downstream	upstream	non_coding_neighbors	.	.	.
LIG1	GRIN2D	-/-	+/-	chr19:48151563	chr19:48416884	3'UTR	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105486.15	ENSG00000105464.4	.	.	downstream	upstream	mismatches	.	.	.
OLFM2	DNM2	-/.	+/.	chr19:9881145	chr19:10772328	intron	intron	deletion/3'-3'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105088.9	ENSG00000079805.19	.	.	downstream	upstream	duplicates(1)	.	.	.
ZNF562	OLFM2	-/.	-/.	chr19:9654253	chr19:9881130	intron	intron	deletion/read-through	0	0	0	3	1	low	.	.	.	.	.	ENSG00000171466.10	ENSG00000105088.9	.	.	downstream	upstream	mismatches	.	.	.
TULP2	SNRNP70	-/.	+/.	chr19:48885760	chr19:49087110	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000104804.9	ENSG00000104852.15	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643851	chr19:12643716	3'UTR	exon	deletion/read-through	0	0	0	132	144	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
CDC37	C19orf38	-/.	+/.	chr19:10413158	chr19:10837264	intron	intron	deletion/3'-3'	0	0	0	2	0	low	.	.	.	.	.	ENSG00000105401.9	ENSG00000214212.9	.	.	downstream	upstream	mismatches(2)	.	.	.
EEF2	RPS11	-/-	+/+	chr19:3977942	chr19:49499581	CDS	CDS	inversion	0	0	1	97	50	low	.	.	.	.	.	ENSG00000167658.16	ENSG00000142534.7	.	.	upstream	upstream	min_support	.	.	.
RPL7P50	C3	+/+	-/+	chr19:6593624	chr19:6720647	exon	5'UTR	deletion/read-through/5'-5'	0	0	0	77	0	low	.	.	.	.	.	ENSG00000268785.1	ENSG00000125730.18	.	.	downstream	upstream	mismatches(3)	.	.	.
ENSG00000287271	SYCN(8699),IFNL3P1(23471)	+/.	./.	chr19:39012252	chr19:39212962	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000287271.1	.	.	.	downstream	upstream	mismatches	.	.	.
NCLN(4123),CELF5(10963)	NFIC	./.	+/.	chr19:3213698	chr19:3349661	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000141905.19	.	.	downstream	upstream	mismatches	.	.	.
COX6CP7	MIR150(1266),COX6CP7(298)	-/-	./-	chr19:49502440	chr19:49502134	exon	intergenic	deletion/read-through	0	0	0	5	0	low	.	.	.	.	.	ENSG00000268681.1	.	.	.	upstream	downstream	read_through	.	.	.
ZNF567	ENSG00000267360	+/.	-/.	chr19:36690466	chr19:37191905	intron	intron	deletion/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000189042.14	ENSG00000267360.6	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000268892	ENSG00000291130	-/-	-/-	chr19:21222089	chr19:20398720	exon	exon	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000268892.1	ENSG00000291130.1	.	.	upstream	downstream	mismatches(1)	.	.	.
CDC37	PDE4A	-/.	+/.	chr19:10408302	chr19:10464241	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000105401.9	ENSG00000065989.16	.	.	downstream	upstream	read_through(1)	.	.	.
CHST8	SUNO1(6880),RN7SL150P(12091)	+/.	./.	chr19:33650894	chr19:33915273	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000124302.13	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267890(12375),ENSG00000287001(7621)	NR1H2	./.	+/.	chr19:50088277	chr19:50344372	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000131408.15	.	.	downstream	upstream	mismatches	.	.	.
RFX1(670),RLN3(20439)	ENSG00000267723	./.	-/.	chr19:14007709	chr19:14281103	intergenic	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	.	ENSG00000267723.1	.	.	downstream	upstream	mismatches	.	.	.
RN7SL70P(22881),SUGP2(9749)	BORCS8-MEF2B	./.	-/.	chr19:18981139	chr19:19168499	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000064489.23	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000266950(7117),FBXL12(849)	DNMT1	./.	-/.	chr19:9809418	chr19:10202798	intergenic	intron	deletion/read-through	1	0	0	1	1	low	.	.	.	.	.	.	ENSG00000130816.17	.	.	downstream	upstream	min_support	.	.	.
ZNF540	SIPA1L3	+/.	+/.	chr19:37593443	chr19:38000207	intron	intron	deletion	0	0	0	2	1	low	.	.	.	.	.	ENSG00000171817.17	ENSG00000105738.11	.	.	downstream	upstream	mismatches(1)	.	.	.
SPIB	ENSG00000142539	+/+	+/+	chr19:50428273	chr19:50428208	CDS	CDS	duplication	1	0	0	7	8	low	.	.	.	.	.	ENSG00000269404.7	ENSG00000142539.9	.	.	downstream	upstream	intragenic_exonic	.	.	.
ENSG00000288899(2716),ENSG00000268205(3198)	ENSG00000268533	./.	+/.	chr19:57301107	chr19:57404974	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000268533.1	.	.	downstream	upstream	mismatches	.	.	.
QPCTL	DMWD	+/.	-/.	chr19:45699806	chr19:45790186	intron	intron	deletion/read-through/5'-5'	0	0	0	2	2	low	.	.	.	.	.	ENSG00000011478.13	ENSG00000185800.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ANKRD27	CEP89	-/.	-/.	chr19:32648550	chr19:32890192	intron	intron	deletion/read-through	0	0	0	2	2	low	.	.	.	.	.	ENSG00000105186.16	ENSG00000121289.18	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269179	MYH14	-/.	+/.	chr19:50088287	chr19:50302825	intergenic	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000269179.1	ENSG00000105357.20	.	.	downstream	upstream	mismatches(1)	.	.	.
PLIN5	ATCAY	-/-	+/-	chr19:4532598	chr19:3955412	3'UTR	intergenic	deletion/5'-5'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000214456.8	ENSG00000167654.18	.	.	upstream	downstream	mismatches(1)	.	.	.
TEX45	CCL25	+/.	+/.	chr19:7494169	chr19:8058787	intron	intron	deletion	0	0	0	1	2	low	.	.	.	.	.	ENSG00000198723.11	ENSG00000131142.14	.	.	downstream	upstream	mismatches(1)	.	.	.
PEX11G	CCL25	-/.	+/.	chr19:7494169	chr19:8058787	intron	intron	deletion/3'-3'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000104883.8	ENSG00000131142.14	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000289102	ZNF415	+/.	-/.	chr19:53045384	chr19:53125126	intergenic	intron	deletion/read-through/5'-5'	0	0	0	6	0	low	.	.	.	.	.	ENSG00000289102.1	ENSG00000170954.12	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000287254(12581),ENSG00000267723(22003)	LINC01841	./.	-/.	chr19:14232186	chr19:14311498	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000266913.1	.	.	downstream	upstream	mismatches	.	.	.
RPL39P38	MIR3188(3155),RPL39P38(27)	-/-	./-	chr19:18285376	chr19:18285316	exon	intergenic	deletion/read-through	0	0	0	78	83	low	.	.	.	.	.	ENSG00000241464.3	.	.	.	upstream	downstream	read_through	.	.	.
RPL29P33	RPL29P33	-/-	-/-	chr19:34296365	chr19:34296376	exon	exon	duplication/ITD	0	0	0	45	83	low	.	.	.	.	.	ENSG00000257074.3	ENSG00000257074.3	.	.	upstream	downstream	inconsistently_clipped(2),low_entropy(2),merge_adjacent	.	.	.
ZNF264	ENSG00000268533	+/.	+/.	chr19:57202204	chr19:57403395	intron	intron	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	ENSG00000083844.11	ENSG00000268533.1	.	.	downstream	upstream	mismatches(1)	.	.	.
PDE4C	ENSG00000269191	-/.	+/.	chr19:18278662	chr19:18533981	intergenic	intron	deletion/read-through/3'-3'	0	0	0	3	0	low	.	.	.	.	.	ENSG00000105650.23	ENSG00000269191.1	.	.	downstream	upstream	mismatches(1)	.	.	.
COL5A3	C3P1	-/.	+/.	chr19:9962286	chr19:10061301	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000291164.1	.	.	downstream	upstream	mismatches	.	.	.
RAB11B-AS1	MUC16	-/.	-/.	chr19:8388711	chr19:8984235	intron	intron	deletion	0	0	0	3	0	low	.	.	.	.	.	ENSG00000269386.6	ENSG00000181143.16	.	.	downstream	upstream	duplicates(2),mismatches(1)	.	.	.
ENSG00000269399	ENSG00000268790	+/+	-/+	chr19:16544543	chr19:16656859	exon	intron	deletion/read-through/5'-5'	0	0	0	1	2	low	.	.	.	.	.	ENSG00000269399.2	ENSG00000268790.5	.	.	downstream	upstream	mismatches	.	.	.
COL5A3	C3P1	-/.	+/.	chr19:9962286	chr19:10061301	intron	intron	deletion/read-through/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000080573.7	ENSG00000167798.20	.	.	downstream	upstream	mismatches	.	.	.
TSKS	MYH14	-/.	+/.	chr19:49752170	chr19:50253230	intron	intron	deletion/3'-3'	0	0	0	5	2	low	.	.	.	.	.	ENSG00000126467.11	ENSG00000105357.20	.	.	downstream	upstream	duplicates(2)	.	.	.
ENSG00000283108	ZNF561	-/.	-/.	chr19:9387232	chr19:9615675	intron	intron	deletion/read-through	0	0	0	3	2	low	.	.	.	.	.	ENSG00000283108.2	ENSG00000171469.11	.	.	downstream	upstream	mismatches(2)	.	.	.
ENSG00000282393	MIER2	-/-	-/-	chr19:250604	chr19:318038	exon	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000282393.1	ENSG00000105556.12	.	.	downstream	upstream	mismatches	.	.	.
ZNF208	ZNF728	-/.	-/.	chr19:21981992	chr19:22982363	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000160321.16	ENSG00000269067.2	.	.	downstream	upstream	mismatches	.	.	.
NCR1	RDH13	+/.	-/.	chr19:54915510	chr19:54932287	intron	intergenic	deletion/read-through/5'-5'	0	1	0	2	2	low	.	.	.	.	.	ENSG00000189430.13	ENSG00000160439.16	.	.	downstream	upstream	min_support	.	.	.
SPC24(3440),KANK2(5023)	RGL3	./.	-/.	chr19:11159247	chr19:11408547	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000205517.13	.	.	downstream	upstream	mismatches	.	.	.
MYO9B	MYO9B	+/+	+/+	chr19:17200709	chr19:17200680	CDS	CDS	duplication/ITD	0	0	0	5	5	low	.	.	.	.	.	ENSG00000099331.14	ENSG00000099331.14	.	.	downstream	upstream	hairpin(1)	.	.	.
VN1R6P(14669),ZNF845(3037)	ZNF813	./+	+/+	chr19:53330712	chr19:53495951	intergenic	3'UTR	deletion/read-through	0	0	0	37	12	low	.	.	.	.	.	.	ENSG00000198346.11	.	.	downstream	upstream	mismatches	.	.	.
HOOK2	DAND5	-/.	+/.	chr19:12797773	chr19:12968653	intron	intron	deletion/read-through/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000095066.12	ENSG00000179284.6	.	.	downstream	upstream	mismatches	.	.	.
ZNF223	ZNF229(2065),ZNF285BP(16998)	+/.	./.	chr19:44056503	chr19:44450643	intron	intergenic	deletion/read-through	0	0	0	1	2	low	.	.	.	.	.	ENSG00000178386.13	.	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000267379	ADGRE3	-/.	-/.	chr19:14407431	chr19:14421550	intron	intergenic	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000267379.1	ENSG00000131355.15	.	.	downstream	upstream	mismatches(1)	.	.	.
EEF1A1P7	EEF1A1P7(6),LINC01531(15453)	+/+	./+	chr19:35384026	chr19:35384058	exon	intergenic	deletion/read-through	0	0	0	509	323	low	.	.	.	.	.	ENSG00000268222.1	.	.	.	downstream	upstream	read_through	.	.	.
DDA1	ANO8	+/.	-/.	chr19:17318313	chr19:17332017	intron	intron	deletion/read-through/5'-5'	0	0	0	1	3	low	.	.	.	.	.	ENSG00000130311.11	ENSG00000074855.11	.	.	downstream	upstream	read_through(1)	.	.	.
ZNF791	ZNF791	+/+	+/+	chr19:12628072	chr19:12627997	CDS	CDS	duplication/ITD	0	0	0	2	2	low	.	.	.	.	.	ENSG00000173875.14	ENSG00000173875.14	.	.	downstream	upstream	small_insert_size	.	.	.
RPS4XP21	RPS4XP20	-/-	-/-	chr19:34092699	chr19:34022809	exon	exon	deletion/read-through	0	0	0	37	87	low	.	.	.	.	.	ENSG00000186008.7	ENSG00000249987.1	.	.	upstream	downstream	mismatches	.	.	.
HOOK2	SYCE2	-/.	-/.	chr19:12817278	chr19:12907712	intron	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	ENSG00000095066.12	ENSG00000161860.8	.	.	downstream	upstream	mismatches	.	.	.
TPM3P9	ZNF761	+/.	+/.	chr19:53432890	chr19:53432927	intron	intron	duplication	0	0	0	1	1	low	.	.	.	.	.	ENSG00000241015.2	ENSG00000160336.17	.	.	upstream	downstream	hairpin(1)	.	.	.
ZNF529	ZNF420	-/.	+/.	chr19:36565526	chr19:37075585	intron	intron	deletion/3'-3'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000186020.13	ENSG00000197050.11	.	.	downstream	upstream	mismatches	.	.	.
YJU2(6338),SHD(3840)	SH3GL1	./.	-/.	chr19:4275426	chr19:4393150	intergenic	intron	deletion/read-through	0	0	0	1	1	low	.	.	.	.	.	.	ENSG00000141985.9	.	.	downstream	upstream	mismatches	.	.	.
DHX34	ZNF541	+/.	-/.	chr19:47365305	chr19:47530226	intron	intron	deletion/read-through/5'-5'	0	0	0	1	1	low	.	.	.	.	.	ENSG00000134815.19	ENSG00000118156.13	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	SYCE2	-/.	-/.	chr19:12645496	chr19:12912081	intron	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000161860.8	.	.	downstream	upstream	mismatches(1)	.	.	.
PDE4A	SLC44A2	+/.	+/.	chr19:10456366	chr19:10628215	intron	intron	deletion/read-through	0	0	0	2	1	low	.	.	.	.	.	ENSG00000065989.16	ENSG00000129353.15	.	.	downstream	upstream	mismatches	.	.	.
NR2F6	CCDC124	-/.	+/.	chr19:17237650	chr19:17943249	intron	intron	deletion/3'-3'	0	0	0	2	4	low	.	.	.	.	.	ENSG00000160113.6	ENSG00000007080.11	.	.	downstream	upstream	mismatches(1)	.	.	.
ENSG00000269469	MYH14	+/.	+/.	chr19:49485724	chr19:50192408	intron	intron	deletion	0	0	0	1	1	low	.	.	.	.	.	ENSG00000269469.1	ENSG00000105357.20	.	.	downstream	upstream	mismatches	.	.	.
GNG7	MYDGF	-/.	-/.	chr19:3166414	chr19:4646218	intergenic	intron	deletion	0	0	0	8	4	low	.	.	.	.	.	ENSG00000176533.13	ENSG00000074842.8	.	.	downstream	upstream	duplicates(2)	.	.	.
TMEM238(1580),RPL28(60)	RPL28	./+	+/+	chr19:55385872	chr19:55386434	intergenic	CDS	deletion/read-through	0	0	0	1	0	low	.	.	.	.	.	.	ENSG00000108107.15	.	.	downstream	upstream	read_through	.	.	.
ENSG00000268833(4426),CEACAM3(5268)	ATP1A3	./.	-/.	chr19:41791319	chr19:41973399	intergenic	intron	deletion/read-through	0	0	0	2	0	low	.	.	.	.	.	.	ENSG00000105409.19	.	.	downstream	upstream	mismatches(2)	.	.	.
ENSG00000268361	ZNF227	-/.	+/.	chr19:43579419	chr19:44212002	intron	intron	deletion/3'-3'	0	0	0	2	1	low	.	.	.	.	.	ENSG00000268361.1	ENSG00000131115.16	.	.	downstream	upstream	mismatches	.	.	.
ENSG00000269242	RPL10P16	-/-	-/-	chr19:12643858	chr19:12643818	3'UTR	exon	deletion/read-through	0	0	0	132	163	low	.	.	.	.	.	ENSG00000269242.1	ENSG00000178464.6	.	.	upstream	downstream	read_through	.	.	.
